STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
VIDEOPORTO,(81)98266-2323,fernando@videoporto.com.br,www.videoporto.com.br,"RUA DOMINGOS JOSE MARTINS, 75 - SALA 107RECIFE/PE. CEP: 50030-200.",Impacto Social,Comunicação e Mídia,"Conectar marcas e pessoas é o que move a VIDEOPORTO, empresa pernambucana, nascida no Porto Digital do Recife, que atua no segmento de Digital Out Of Home (DOOH) e comunicação corporativa. Com operações consolidadas em grandes shoppings e outros ambientes privados e públicos, a VIDEOPORTO leva às mais diferentes audiências experiências de comunicação sob medida para construir relações sólidas e perenes entre anunciantes e consumidor final. Nossos canais são totens, monitores e painéis de LED. Telas digitais de alta definição, estruturadas em posições estratégicas, para atrair atenção e impactar o maior número de pessoas que circulam em ambientes de grande movimentação.

*Destaque para o mobiliário urbano inovador Smartlet® (Espaço de convivência inteligente, sustentável e totalmente inclusivo, desenvolvido em parceria com a HephaEnergy)

","conectividade; ,wifi; ,Transformação Figital; ,TRANSFORMAÇÃO DIGITAL; ,marketing; ,mobiliários urbanos; ,sensores; ,monitoramento; "
VESTED,(81)99606-6014,rogerio@vested.com.br,www.vested.com.br,"Rua Agenor Lopes, 25 - Sala 1002Recife/PE. CEP: 51021-110.",Criptomoedas,BlockChain,Empresa presta serviços de tecnologia voltados ao mercado financeiro com base em blockchaim e criptoativos.,"I.A.; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,METAVERSO; ,consultoria; ,compliance; ,fintech; ,P&D; ,Inteligência Artificial; "
VERDANATECH,(81)3091-4252,comercial@verdanatech.com,www.verdanatech.com,"Rua Domingos José Martins, 75 - Recife/PE. CEP: 50030200.",Diversos Mercados,Gestão de TI,"A Verdanatech é uma empresa de tecnologia da informação que busca agregar valor aos negócios de seus clientes por meio de constante investimento em inovação para criação de novos produtos de TI, fornecimento de serviços altamente especializados e corretamente dimensionados.

Idealizada com propósito de desenvolver produtos, processos e serviços especializados na área de Tecnologia da Informação (TI), apoiando empresas de diversos setores, incluindo empresas de TI, a alcançarem seus objetivos estratégicos e alavancarem seus negócios por meio da utilização de sua estrutura e investimentos de forma mais eficiente.

Outro segmento em que nos desenvolvemos e aperfeiçoamos é a atuação e qualificação de profissionais e equipes de profissionais, por meio de cursos e treinamentos personalizados para que estes possam suprir necessidades do mercado em geral ou da organização em que estejam inseridos, melhorando sua qualificação técnica e científica para que possam responder à altura das responsabilidades que lhes são confiadas.","consultoria; ,produtividade; ,proteção; ,sistema de gestão; ,saas; ,nuvem; ,conectividade; ,wifi; ,gestão; ,Gestão de Ativos; ,TI; ,IT Outsourcing; "
VENDMACH,(81)98221-3746,info@vendmach.com,www.vendmach.com,"R POTENGY, 431 - Recife/PE. CEP: 51350-180.",RetailTech,BigData&Analytics,"A VendMach® é uma Retailtech que desenvolve soluções tecnológicas para o varejo oferecendo uma plataforma digital completa para gestão de vendas e mídia digital indoor.

Buscamos elevar a experiência de compra dos clientes com as marcas através de soluções interativas de autoatendimento permitindo a geração de leads e análise de dados dos consumidores em tempo real.","B.I.; ,DESENVOLVIMENTO WEB; ,selfcheckout; "
VENDE MODA,(81)99699-8508,edrio@vendemoda.com.br,vendemoda.com.br,"Av. Projetada, SN - Armazém da Criatividade - Porto Digital - Polo CaruaruCaruaru/PE. CEP: 55084-908.",E-Comm/M-Comm,SaaS ,"Título: Vende Moda - Catálogo Digital para empresas de vestuário.

Objetivo do catálogo virtual: Organizar as vendas online de forma que compradores e vendedores possam realizar negociações de maneira mais simples.

Público-alvo: Lojas e indústrias de confecção de vestuário que atuam nos polos de confecção e centros de compra.

Vantagens: Com o Catálogo Virtual Vende Moda, o lojista pode substituir o envio de fotos soltas ou arquivos em PDS por um link único onde seu cliente realiza o pedido e pagamento com seguro antifraude.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,e-commerce; ,moda; ,sulanca; ,atacado; ,B2B; ,vendas online; ,catálogo virtual; ,vende moda; ,venda mais; ,confecções; ,confecção; "
valecom,(87)3024-4715,jose.junior@valecom.net.br,valecom.net.br,"rua arcorverde, 175 - petrolina/PE. CEP: 56308-130.",FinTech,Diversas Techs/Meths,"a empresa foi criada a 6 anos e vem expandindo a sua tauação em diversas regiões do pais, com varias soluçoes de fintech como maquinas de cartao, TEF, e-comercce, link pagamento, emissão de boletos, pagamento de contas, banking , carteira digital , contas wallet, pontos eletronicos, cancelas e catracas de acesso e serviço de consultoria e assessoria empresarial ;

temos uma marca propria onde rodamos a maioria das plataformas .

safepaysolucoes.com.br","B.I.; ,DESENVOLVIMENTO MOBILE; ,lojas virtuais; ,e-commerce; ,marketplaces; ,compra online; ,venda online; ,loja virtual; ,consultoria; ,negócios; ,vendas; ,compliance; ,fintech; ,pagamento recorrente; ,sistema de gestão; ,erp; ,cobranças; ,nota fiscal; ,link; ,telecom; ,conectividade; ,telecomunicações; ,wifi; ,AUTOMAÇÃO; ,AUTOMAÇÃO COMERCIAL; ,SPED; ,Software confecções vestuario; ,Mercado financeiro; ,Produtos financeiros; "
VALCANN,(11)3136-2886,faleconosco@valcann.com.br,https://www.valcann.com.br ,"Av.MONTE Videu, 172 - Recife/PE. CEP: 50050-250.",Diversos Mercados,Alocação Profissionais,"A Valcann oferece soluções em Computação em Nuvem. Infraestrutura como Serviço (IaaS), soluções em CloudOps, automação e orquestração de Nuvem.","consultoria; ,nuvem; ,P&D; ,AWS; "
USTORE,(81)99999-0457,mayara@usto.re,https://ustore.com.br/,"Av. Governador Agamenom Magalhães, 1114 - Recife/PE. CEP: 52020900.",InsurTech ,Cloud/Datacenter,"A Ustore é a única empresa a entregar o Real Valor da Nuvem viabilizando a criação de ecossistemas econômicos que suportam a jornada para a estratégia de multinuvem.

Com base no seu portfolio a Ustore entrega ofertas que endereçam as necessidades do mercado de nuvem, viabilizando ofertas MultiCloud para Gestão de ambientes Híbridos, criação de ofertas com appliances hiperconvergente através do uCloud e uStorage e criação de ofertas de monitoramento, backup e disaster recovery.
Além do grande diferencial tecnológico, as nossas soluções apresentam modelos de negócios flexíveis com uma implementação simplificada, rápida, segura e com patentes nacionais.

Dentre os clientes e parceiros da Ustore encontram-se os maiores players do mercado de tecnologia brasileiro e global, tais como Embratel, Atos e Exército Brasileiro, além de outros.","nuvem; ,governança; ,AWS; "
USTORE,(81)99999-0457,financeiro@usto.re,https://ustore.com.br/,"Avenida Marquês de Olinda, 126 - SALA COBT ANDAR 5Recife/PE. CEP: 50030-000.",Diversos Mercados,Cloud/Datacenter,"A Ustore é uma empresa que desenvolve soluções de tecnologia da informação que viabilizam implementar uma arquitetura computacional em nuvem de maneira escalável, sólida e confiável, com o objetivo de melhorar de forma significativa a vida das pessoas e a competitividade das organizações. 

A tecnologia de software desenvolvida pela Ustore permite o armazenamento de grandes volumes de dados, desestruturados e indexados, que permite maximizar os benefícios de uma arquitetura em nuvem distribuída. A nossa tecnologia é agnóstica em relação ao hardware e apresenta uma excelente relação custo / beneficio, sendo sob medida às necessidades dos setores público e privado. 

A Ustore é uma empresa brasileira, formada por pesquisadores e profissionais de TI, sediada no Porto Digital em Recife. ","governança; ,compliance; ,negócios; ,sistema de gestão; ,nuvem; "
Urja Social,(81)3224-7070,contato@urjasocial.com.br,https://www.urjasocial.com.br/,"Rua do Apolo, 181 - 3º AndarRecife/PE. CEP: 50030-220.",Log&TranspTech,Diversas Techs/Meths,A Urja Social executa serviços de transporte especial que reduzem as dificuldades enfrentadas por milhares de famílias brasileiras com integrante que possui dificuldade de locomoção.,"logistica; ,Transporte; ,sáude; ,healthtech; "
TV ASA BRANCA,(81)99113-4609,willame@tvasabranca.com.br,https://redeglobo.globo.com/pe/tvasabranca/,"Av Jose Pinheiro dos Santos, 650 - Caruaru/PE. CEP: 55032-640.",CommunityTech,Comunicação e Mídia,"TV Asa Branca é uma emissora de televisão brasileira sediada em Caruaru, cidade do estado de Pernambuco. Opera no canal 8.1 e é afiliada à TV Globo. Gera conteúdo no Simulcasting Globoplay e também está presente na Sky. OiTV, Claro e demais tv's por assinatura. Pertence ao Grupo Nordeste de Comunicação. Dispõe de duas rádios: CBN em Caruaru e Recife, além dos portais G1/GE e CNF em Caruaru.",
TUPI CONSULTORIA,(21)99814-5176,pj@tupi.io,www.tupi.io,"Av. Agamenon Magalhães, 455 - Recife/PE. CEP: 52021-170.",Diversos Mercados,SaaS ,"Atuamos com planejamento de estratégias digitais e terceirização de serviços de desenvolvimento e integração de software. E-Commerce, Marketplaces, Plataformas de Video, Analytics. Investimos em empresas em estágio inicial nos mercados de varejo, saúde, saneamento, educação. ","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,e-commerce; ,marketplaces; ,venda online; ,consultoria; ,fintech; ,saas; ,varejo; "
TrueChange,(11)98827-8844,comunicacao@truechange.com.br,https://truechange.com.br/,"Rua Dona Maria Cesar, 170 - Recife/PE. CEP: 50030-140.",Diversos Mercados,NoCode / LowCode,"Maior especialista em Low-Code no Brasil, a TrueChange é referência na implantação, treinamento e desenvolvimento de soluções com este tipo de plataforma. Principal parceira SIEMENS no segmento, a empresa traz para o IT Fórum a MENDIX, plataforma líder na Gartner em Plataformas Low-Code (LCAP) e de Multi-experiência (MXDP). Combinando os melhores recursos de Low-Code, No-Code, DevOps, IA e mais, a Mendix é a solução mais completa e robusta para atender demandas críticas de empresas de médio e grande porte e suportar as estratégias de digitalização de forma consistente e rápida.”","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,negócios; ,TRANSFORMAÇÃO DIGITAL; ,TI; ,low-code; ,Desenvolvimento de Software ; ,Arquitetura Distribuída ; "
Tributus Informática,(81)3241-1217,comercial@tributosmunicipais.com.br,https://www2.tributosmunicipais.com.br/site/,"Avenida Barbosa Lima, 149 - Sala 101Recife/PE. CEP: 50030-330.",GovTech,Gestão ,"A Tributus é uma empresa que conta com profissionais que a mais de 40 anos se dedicam ao setor tributário municipal, acompanhando as evoluções e criando ferramentas que incrementam as receitas próprias e o poder de polícia da municipalidade. Com sistemas de solução de TI (Tecnologia da Informação) capazes de interagir com as mais diversas especificidades, os aplicativos da Tributus atendem cidades a partir de 5 mil habitantes e, em seu rol de clientes, conta com municípios que ultrapassam os 300 mil.

Sua área de atuação tem maior efetividade nos estados do Nordeste, no entanto, nas mais de uma centena de Prefeitura/clientes, algumas estão fora deste eixo, mas mantendo a mesma qualidade de assistência e gerando aprovação em altos índices.","Sistema Tributário; ,Administração Tributária; ,Gestão de Tributos; ,Arrecadação Municipal; "
TREINA RECIFE,(81)99247-4667,rogerio.aguiar@treinarecife.com.br,www.treinarecife.com.br,"Av. Conde da Boa Vista, 1410 - Salas 16 e 15Recife/PE. CEP: 50060-001.",EdTech,DesenvSW (Cusctom pClis),"Especializada na Formação de Programadores e Treinamentos Corporativos,;
Fábrica de Soluções em tecnologia sob medida, Inovação com IA, Web Service (integradores), Java, PHP, C#, Python; 
Consultoria em Planejamento Estratégico, Diagnóstico, Objetivos, Mapa estratégico, Elaboração dos Planos de Ação, Metas e Indicadores: BSC ou OKR, Monitoramento.;
Gestão da TI com  Diagnóstico da infraestrutura de TI, suporte na instalação e configuração de solução ITSM e monitoramento da rede, servidores, máquinas virtuais e serviços em nuvem com ZABBIX e GRAFANA;
Prospecção de ERP:  elaboração de RFP, Prospecção no mercado, Análise de aderência e acompanhamento na implantação; e
Gestão por processos, Mapeamento, Redesenho, Documentação, Automação, Indicadores, Gap Analysis e Monitoramento.","B.I.; ,SCRUM; ,governança; ,DESENVOLVIMENTO WEB; ,Desenvolvimento e Gestão de `Pessoas; ,Java; ,.NET; ,C#; ,Educação corporativa; ,planejamento estrategico; ,business inteligence; "
TRACKING TRADE CONSULTORIA E PESQUISA,(81)98829-8979,bruno.barros@trackingtrade.com.br,trackingtrade.com.br,"Av.Rouxinol, 1041 - São Paulo/SP. CEP: 045.516-001.",AgriTech,Alocação Profissionais,Empresa no setor de varejo tech,"B.I.; ,ANÁLISE DE DADOS; ,DESENVOLVIMENTO MOBILE; ,DESENVOLVIMENTO WEB; ,produtividade; "
TORRES GADELHA ADVOGADOS,(81)98501-8699,ticiano@torresgadelha.com.br,www.torresgadelha.com.br,"RUA PADRE CARAPUCEIRO, 752 - Sala 102Recife/AC. CEP: 51020-280.",LawTech,Consultoria em Negócios,"O Tôrres Gadêlha Advocacia é um escritório especializado em Propriedade Intelectual, que une eficiência, praticidade e inovação, atuando da melhor forma no segmento. Nossa equipe é focada no compromisso de apoiar os nossos clientes, concretizando o potencial de suas empresas, com segurança jurídica e competência nas relações empresariais e patrimoniais.",juridico; 
Tork Tecnologia em Sistemas,(74)3612-7387,thaise@torksistemas.com.br,www.torksistemas.com.br,"Rua Coronel João Evangelista, 4 - Juazeiro/BA. CEP: 48903-500.",AgriTech,Alocação Profissionais,"A TORK Tecnologia em Sistemas é uma empresa que atua na implantação de soluções em sistemas de gestão para empresas. Fundada em 2011, já nasceu experiente, com atuação profissional de mais de 18 anos de seus sócios como consultores e professores, além de formação acadêmica na área de Gestão de Tecnologia da Informação.

Atendimento personalizado com alto padrão é o diferencial em todos os nossos softwares e serviços, de forma a ajudar nossos clientes nos processo de mudanças constantes, aumento da produtividade e maior competitividade.",sistema de gestão; 
TOPTI CONSULTORIA E SERVIÇOS DE INFORMÁTICA,(81)9242-5514,eduardohrafael@gmail.com,www.topti.net.br,"RUA ARTUR ANTONIO DA SILVA, 855 - APTO.503CARUARU/PE. CEP: 55016-445.",Diversos Mercados,Alocação Profissionais,Empresa focada em oferecer o melhor sistema de gestão para lavanderias de jeans da região buscando alcançar o mercado nacional e internacional,"gestão; ,TI; "
TMED TECNOLOGIA,(81)3366-9100,comercial@tmed.com.br,https://www.tmed.com.br/,"R.Riicardo Hardman, 552 - Recife/PE. CEP: 52050-202.",HealthTech,Diversas Techs/Meths,"Do desejo de sempre colocar produtos inovadores no mercado, nasceu a TMED. Em atividade mercadológica desde 1997, a TMED é uma empresa voltada à pesquisa de novas tecnologias para o desenvolvimento de produtos e serviços destinados ao segmento médico-hospitalar.

Em 2009, a TMED se associou ao Criatec, fundo de investimento em empresas de base tecnológica com alto valor agregado e inovação diferenciada, que tem como cotistas o BNDES e o BNB. A sociedade da TMED com o Criatec tornou nossa empresa uma S.A., injetando recursos e conhecimento a serviço da inovação tecnológica.

Além de contar com uma estrutura especializada nas áreas de Engenharia Biomédica, eletro-eletrônica, design industrial e metalurgia, a TMED dispõe de profissionais capacitados em industrialização e comercialização de soluções tecnológicas, trabalhando em parceria com outras empresas do setor.","engenharia biomédica; ,metalurgica; ,design industrial; "
